노선번호,교량명,소 재 지,교장(미터),총폭(미터),유효폭(미터),교고(미터),경간수,최대경간장,상부형식,하부형식,설계하중(DB),준공년도,관리주체
지방도909호선,회리교,경주 서   도리,20,9,8,3.1,2,10,RSC,RAP,24,2001,경상북도 남부건설사업소
지방도909호선,강학교,경산 와촌 강학,25,27,19.5,7,1,25,PSCI,TP,24,2007,경상북도 남부건설사업소
지방도909호선,신한1교,경산 와촌 신한,43,27,19.5,8.5,2,25,SPG,TP,24,2007,경상북도 남부건설사업소
지방도909호선,신한2교,경산 와촌 신한,50,27,19.5,8.5,2,25,PSCI,TP,24,2007,경상북도 남부건설사업소
지방도909호선,대창교,영천 대창 대창,10.6,8.5,7,4.5,1,10.6,RSC,RTA,18,1992,경상북도 남부건설사업소
지방도909호선,어방교,영천 대창 어방,87.2,10.5,9.5,3.3,3,29,PF,RTA,24,2014,경상북도 남부건설사업소
지방도909호선,조곡교,영천 대창 조곡,60,8,6.5,3.2,4,15,RSC,WLP,18,1990,경상북도 남부건설사업소
지방도909호선,포척교,영천 대창 대창,115,11,10,5,3,38.3,PSCI,TP,24,2009,경상북도 남부건설사업소
지방도909호선,신학교,영천 청통 신학,45,10.5,9.5,5.5,3,15,RSC,RAP,24,2003,경상북도 남부건설사업소
지방도909호선,월평교,영천 청통 우천,13,9,7.5,4,1,13,RA,RAA,18,1994,경상북도 남부건설사업소
지방도909호선,대천교,경주 서  서오    ,40,10.5,9.5,4,1,40,PF,RTA,24,2007,경상북도 남부건설사업소
지방도909호선,원곡천교,영천 북안 신리    ,63,10.5,9.5,4.6,4,16,RSC,WLP,24,2007,경상북도 남부건설사업소
지방도909호선,금창2교,영천 금호 냉천,315.9,22.5,21.5,18,8,43.6,PSCI,RTA,24,2016,경상북도 남부건설사업소
지방도909호선,도리2교,경주  서    도,15,11,10,4.7,1,15,RA,RTA,24,2016,경상북도 남부건설사업소
지방도909호선,아골2교,경주  서    도,15,11,10,4.2,1,15,RA,RTA,24,2016,경상북도 남부건설사업소
지방도913호선,원리교,구미 무을 원리,48,9,8,3,3,16,RSC,WLP,24,2002,경상북도 남부건설사업소
지방도913호선,삼성교,김천 감문 삼성,36,11,10,4.2,2,18,RSC,ETC,24,2010,경상북도 남부건설사업소
지방도913호선,덕촌교,김천 개령 덕촌,98,9,8,3.5,7,14.5,RSC,WLP,24,1996,경상북도 남부건설사업소
지방도913호선,옥산천교,김천 남  옥산,52,26,14,5.1,2,26,PSCI,TP,24,2011,경상북도 남부건설사업소
지방도913호선,흥산교  ,성주 대가 홍산,39,9,8,3,3,13,RSC,WLP,24,1999,경상북도 남부건설사업소
지방도913호선,송계교   ,성주 수륜 송계,30,11.5,10.3,4,2,15,RA,RAP,24,2009,경상북도 남부건설사업소
지방도913호선,양정교,성주 수륜 신정,126,10.5,9.5,5,4,31.5,PF,RAP,24,2004,경상북도 남부건설사업소
지방도913호선,월곡교,성주 초전 월곡,26,11,10,3,2,13,RA,ETC,24,1999,경상북도 남부건설사업소
지방도913호선,오청교,김천 개령  신룡,30.9,32,23.5,8.4,1,30.9,RA,,24,2016,경상북도 남부건설사업소
지방도916호선,선주교(구),구미시 선산읍 화조리,288,11.4,8.5,4.3,12,24,PSCI,SGA,24,1984,경상북도 남부건설사업소
지방도916호선,선주교(신),구미시 선산읍 화조리,288,11,8.6,4.3,12,24,PSCI,RTA,24,1994,경상북도 남부건설사업소
지방도916호선,연흥교,구미 고아 내예,89,11.5,10,,2,45.5,PF,RTA,24,2019,경상북도 남부건설사업소
지방도919호선,RAMP-A교,경산시 압량읍 부적리,141.9,10.7,5.2,6,4,43.4,PF,TP,24,2021,경상북도 남부건설사업소
지방도919호선,RAMP-B교,경산시 압량읍 부적리,133.2,5.7,5.7,6,4,40.5,PF,TP,24,2021,경상북도 남부건설사업소
지방도919호선,당리교,경산 압량 당리,39,21,20,3.5,3,13,RSC,RAP,24,1999,경상북도 남부건설사업소
지방도919호선,압량교,경산 압량 용암,120,22.5,21.5,5,4,30,PSCI,TP,24,1999,경상북도 남부건설사업소
지방도919호선,미산교 ,경산 용성 미산,87,19,18,3,6,14.5,RSC,RAP,24,2000,경상북도 남부건설사업소
지방도919호선,자인교  ,경산 자인 북사,90,21,20,5,3,30,PSCI,RAP,24,1999,경상북도 남부건설사업소
지방도919호선,부산교,영천 신령 부산,50,11,10,5.1,2,25,PSCI,RTA,24,2010,경상북도 남부건설사업소
지방도919호선,신덕교(상행),영천 신녕 신덕,90.2,9,8,3.5,6,15,RSC,RTA,24,2015,경상북도 남부건설사업소
지방도919호선,왕산교  ,영천 신령 왕산,14,8.5,7.5,3,1,14,RSC,GA,18,1989,경상북도 남부건설사업소
지방도919호선,화산교,영천 신령 화산,75.7,13,7.5,3.5,5,15.2,RSC,WLP,24,1993,경상북도 남부건설사업소
지방도919호선,금천교,청도 금천 신지,128,10,9,7,5,25.6,PSCI,TP,18,1989,경상북도 남부건설사업소
지방도919호선,소천교 ,청도 금천 소천,33,9.5,8,3.5,2,16.5,RSC,WLP,24,1995,경상북도 남부건설사업소
지방도919호선,신지교,청도 금천 신지,38,10.5,9.5,3.9,2,19,PF,RTA,24,2004,경상북도 남부건설사업소
지방도919호선,매전교,청도 매전 당호,192,10.5,9,6,6,32,PF,TP,24,2001,경상북도 남부건설사업소
지방도919호선,아음교,청도 매전 남양,24,10,8.5,7,2,12,RSC,TP,18,1988,경상북도 남부건설사업소
지방도919호선,신덕교(하행),영천 신녕 신덕,90.2,10.9,10,5.2,3,30.1,PSCI,RTA,24,2015,경상북도 남부건설사업소
지방도919호선,계지교,영천 청통 계포,120,22.24,21,4.9,3,40,RCT,RTA,24,2017,경상북도 남부건설사업소
지방도919호선,계포교,영천 청통 계포,25,21.53,20.1,5.7,1,25,STB,RTA,24,2017,경상북도 남부건설사업소
지방도919호선,원촌교,영천 청통 치일,60,22.9,22,3.2,2,30,RCT,RTA,24,2017,경상북도 남부건설사업소
지방도919호선,관방교,영천 청통 송천,25,19.74,18.5,3.1,1,26,PSCB,RTA,24,2017,경상북도 남부건설사업소
지방도919호선,와촌교(상행),경산 와촌 박사,90.15,9,8,3.5,6,15.03,RCS,,24,1999,경상북도 남부건설사업소
지방도919호선,와촌교(하행),경산 와촌 박사,75,10.8,9.8,7,5,15,RCS,RAP,24,2004,경상북도 남부건설사업소
지방도921호선,고지교   ,영천 북안 고지,55,11,10,4,2,27.5,PSCI,TP,24,2007,경상북도 남부건설사업소
지방도921호선,상동교   ,영천 북안 상동,14,9,7,2.5,2,7,RSC,GP,18,1986,경상북도 남부건설사업소
지방도921호선,구만교,영천 임고 수성,24,8.5,7,3.5,2,12,RSC,TP,18,1992,경상북도 남부건설사업소
지방도921호선,사동2교 ,영천 임고 사리,50.6,10.5,9.5,6.3,2,25,PSCI,TP,24,2015,경상북도 남부건설사업소
지방도921호선,사동교 ,영천 임고 사리,51,12.1,11.1,5.5,2,25,PSCI,TP,24,2015,경상북도 남부건설사업소
지방도921호선,수성교  ,영천 임고 수성,24,8,7,3.5,2,12,RSC,TP,18,1992,경상북도 남부건설사업소
지방도921호선,양수교,영천 임고 양항,180,10.5,7,5.2,12,15,RSC,WLP,24,1995,경상북도 남부건설사업소
지방도921호선,마일1교,청도 운문 마일,16,9.2,7.5,3.5,1,16,RA,RAA,24,1994,경상북도 남부건설사업소
지방도921호선,마일2교,청도 운문 마일,16,9.5,8,3.5,1,16,RA,RAA,24,1994,경상북도 남부건설사업소
지방도921호선,봉하교,청도 운문 봉하,11,7.5,6,3.5,1,11,RSC,GA,18,1988,경상북도 남부건설사업소
지방도921호선,빗대교,청도 운문 마일,22,9,8,3,2,11,RSC,WLP,24,1995,경상북도 남부건설사업소
지방도921호선,화곡교 ,청도 운문 지촌,42,9,7.5,4.6,3,14,RSC,TP,18,1992,경상북도 남부건설사업소
지방도921호선,인비교,포항 기계 인비,156.4,11,10,5,5,36,PF,RAP,24,2007,경상북도 남부건설사업소
지방도921호선,성법교,포항 기북 성법,28,8.5,7.5,4,2,14,RSC,WLP,18,1993,경상북도 남부건설사업소
지방도921호선,율산교   ,포항 기북 율산,16,8.5,7,2.6,2,8,RSC,WLP,18,1991,경상북도 남부건설사업소
지방도921호선,탑정교,포항 기북 탑정,16,8.5,7,5,2,8,RSC,WLP,18,1992,경상북도 남부건설사업소
지방도921호선,유촌소교,영천 북안 반계,50.7,10,8.5,6,2,25,PSCI,SGP,18,1985,경상북도 남부건설사업소
지방도921호선,임포교,영천 북안 임포,60,11,7.8,6,5,15,RSC,SGP,24,1996,경상북도 남부건설사업소
지방도923호선,백운교,칠곡 지천 백운,30,10.5,7.5,4.5,1,30,PSCI,RTA,24,2011,경상북도 남부건설사업소
지방도923호선,달서교,칠곡 지천 달서,25,10.5,7.5,4.5,1,25,PSCI,RTA,24,2011,경상북도 남부건설사업소
지방도923호선,창평교,칠곡 지천 창평,60,10.5,7.5,4.5,2,30,PSCI,RTA,24,2011,경상북도 남부건설사업소
지방도923호선,학산천1교,칠곡 가산 학산,48,17.4,16.5,17,1,48,STB,RTA,24,2019,경상북도 남부건설사업소
지방도923호선,학산천2교,칠곡 가산 학산,142.5,10.9,10,20.6,3,47.5,STB,RTA,24,2019,경상북도 남부건설사업소
지방도923호선,다부육교,경북 칠곡 가산 학산,45,10.4,9.5,7.1,1,45,STB,RTA,24,2019,경상북도 남부건설사업소
지방도925호선,계하교,경산 자인 계남,99,9,8,4.5,9,11,RSC,WLP,24,1998,경상북도 남부건설사업소
지방도925호선,호남육교,영천 금호 호남,50,9.1,8.5,8.9,1,50,STB,RTA,24,2006,경상북도 남부건설사업소
지방도925호선,흥환교,포항 동해 흥환,25,8,7.7,1.6,2,12.5,RCS,"역T형, 벽식",18,1990,경상북도 남부건설사업소
지방도925호선,임곡교 ,포항 동해 임곡,20,9,8.2,4.8,2,10,RCS,역T형 라멘식,24,1997,경상북도 남부건설사업소
지방도925호선,관하교,청도 매전 관하,18,9,8,4,1,18,RA,RAA,24,1996,경상북도 남부건설사업소
지방도925호선,삼정교,경산 자인 계남,17.5,16,11.5,7.1,1,17.5,RCS,기타,24,2017,경상북도 남부건설사업소
지방도927호선,숭선대교,구미 고아 봉한,680,13.5,9.5,10.5,14,50,PSCB,WLP,24,1997,경상북도 남부건설사업소
지방도927호선,해평교,구미 해평 해평,38,9,8,3.5,3,14,RSC,WLP,18,1994,경상북도 남부건설사업소
지방도929호선,삼정교,포항 구룡포 삼정,54,24.4,23.5,8,1,54,RSC,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,석병1교,포항 구룡포 석병,180,20.9,20,25,6,30,PSCI,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,석병2교,포항 구룡포 석병,180,20.9,20,27.8,6,30,PSCI,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,강사교,포항 호미곶 강사,145,20.9,20,16.5,3,55,STB,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,강사1교,포항 호미곶 강사,180,20.9,20,10.7,4,50,STB,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,강사2교,포항 호미곶 강사,200,20.9,20,16,4,55,STB,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,강사3교,포항 호미곶 강사,90,20.9,20,12,3,30,PSCI,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,대보1교,포항 호미곶 대보,150,20.9,20,15,5,30,PSCI,RTA,24,2010,경상북도 남부건설사업소
지방도929호선,대보2교,포항 호미곶 대보,24,20,19,7,2,12,RA,RAA,24,2010,경상북도 남부건설사업소
지방도929호선,발산1교,포항 동해 발산,9,9.5,7.5,6.5,1,9,RA,RAA,18,1991,경상북도 남부건설사업소
지방도929호선,발산교,포항 동해 대동,16,9,8,6.5,2,8,RSC,RAP,24,1997,경상북도 남부건설사업소
지방도929호선,서촌교,포항 장기 서촌,9,7.5,7,6.5,1,9.5,RCT,GA,13.5,1976,경상북도 남부건설사업소
지방도929호선,장기교,포항 장기 읍내,81,10,9,5,6,13.5,RSC,RAP,24,2003,경상북도 남부건설사업소
지방도929호선,정천1교,포항 장기 정천,24,9.5,8,6.5,2,12,RSC,WLP,18,1991,경상북도 남부건설사업소
지방도929호선,대곡2교,포항 장기 대곡,22,27.9,27,3.9,1,22,RCT,RTA,24,2017,경상북도 남부건설사업소
지방도929호선,창지교,포항 장기 창지,10,29.9,28.98,2.47,1,10,RA,RAA,24,2017,경상북도 남부건설사업소
지방도929호선,정천2교,포항 장기 정천,10,21.2,20.2,3.1,1,10,RA,RAA,24,2018,경상북도 남부건설사업소
지방도929호선,정천3교,포항 장기 정천,40.7,21.7,20.7,3.1,1,40.7,RCT,GA,24,2018,경상북도 남부건설사업소
지방도929호선,정천4교,포항 장기 정천,35.4,21.7,20.7,5,1,35.4,RCT,GA,24,2018,경상북도 남부건설사업소
지방도929호선,대화천1교,포항 장기 정천,120.1,23.5,22.5,5.1,3,40.1,RCT,GA,24,2018,경상북도 남부건설사업소
지방도929호선,대화천2교,포항 장기 정천,48.2,25.3,24.3,4,1,48.2,PF,TP,24,2018,경상북도 남부건설사업소
지방도929호선,대화천3교,포항 장기 정천,40.1,21.2,20.2,3,1,40.1,RCT,GA,24,2018,경상북도 남부건설사업소
지방도929호선,도구1교,포항 동해 도구,15,19.3,18.3,4.2,1,15,RA,TP,24,2001,경상북도 남부건설사업소
지방도929호선,도구2교,포항 동해 도구,40,19.3,18.3,3.2,1,40,STB,TP,24,2001,경상북도 남부건설사업소
지방도929호선,도구육교,포항 동해 도구,15,19.3,18.3,3.2,1,15,RA,TP,24,2001,경상북도 남부건설사업소
지방도945호선,장항1교,경주 양북 장항,30,10.5,9.5,2.5,2,15,RSC,RTA,24,1999,경상북도 남부건설사업소
지방도945호선,장항2교,경주 양북 장항,50,9.5,8,4.5,4,12.5,RSC,RTA,18,1991,경상북도 남부건설사업소
지방도945호선,장항3교,경주 양북 장항,50,9.5,8,4.5,4,12.5,RSC,RTA,18,1994,경상북도 남부건설사업소
지방도945호선,장항4교,경주 양북 장항,50,9.5,8,4,4,12.5,RSC,RTA,18,1994,경상북도 남부건설사업소
지방도945호선,장항5교,경주 양북 장항,25,9.5,8,4,2,12.5,RSC,RTA,18,1994,경상북도 남부건설사업소
지방도945호선,장항6교,경주 양북 장항,36,9.5,8,2.5,3,12,RSC,RTA,18,1994,경상북도 남부건설사업소
지방도945호선,장항7교,경주 양북 장항,30,9.5,8.5,3.5,2,15,RSC,RTA,18,1994,경상북도 남부건설사업소
지방도945호선,천북교,경주 천북 동산,28,9.5,8.5,4,2,14,RSC,RTA,24,1998,경상북도 남부건설사업소
지방도945호선,화산교,경주 천북 화산,24,9,7.5,4,2,12,RSC,SGA,18,1988,경상북도 남부건설사업소
지방도945호선,왕신교,경주 강동 왕신,48,9.2,8.3,5,4,12,RCT,SGA,18,1978,경상북도 남부건설사업소
지방도945호선,국당교,경주 강동 국당,360,11,10,6,9,40,PF,RTA,24,1998,경상북도 남부건설사업소
지방도945호선,추령교,경주 양북 장항,730,12.3,11.2,20,15,50,STB,"역T형, T형",24,1997,경상북도 남부건설사업소
지방도1036호선,경지교,고령 쌍림 월막,34.8,12.5,11.5,3,2,17.4,RA,RAP,24,2006,경상북도 남부건설사업소
지방도1036호선,용리교,고령 쌍림 용리,21,10.5,9.5,3,2,10.5,RA,RAP,24,2003,경상북도 남부건설사업소
지방도1089호선,학1교,김천 부항 월곡,13,9.5,8,2.5,1,13,RSC,GA,18,1994,경상북도 남부건설사업소
국도14호선,호암교,경주 양북 호암  ,20,7.8,6,2.5,2,10,RCS,GP,18,1986,경상북도 남부건설사업소
국도14호선,제2호암교,경주 양북 호암    ,20,11.5,10,3.2,1,20,RA,GA,24,2004,경상북도 남부건설사업소
국도14호선,용동교,경주 양북 용동    ,30,6,5.5,4,3,10,RCS,GP,18,1991,경상북도 남부건설사업소
국도14호선,호암3교,경주 문무대왕 호암,24,11,10,2.5,2,12,RA,기타,24,2018,경상북도 남부건설사업소
국도14호선,홍계1교,경주 양북 용동    ,24,6,5.5,2.5,2,12,RCS,GP,18,1991,경상북도 남부건설사업소
국도14호선,홍계2교,경주 양북 용동    ,10,6,5.5,2.5,1,10,RCS,GA,18,1991,경상북도 남부건설사업소
국도14호선,진전1교,포항 오천 진전    ,14,8.5,7.5,3.6,1,14,RCS,GA,18,1994,경상북도 남부건설사업소
국도14호선,진전교,포항 오천 진전    ,18,7.5,6,4,2,9,RCS,GP,18,1992,경상북도 남부건설사업소
국도14호선,진전2교,포항 오천 진전    ,14,8,7,6,1,14,RCS,GA,18,1995,경상북도 남부건설사업소
국도14호선,갈평교,포항 오천 갈평    ,12,8.6,7.5,3,1,12,RA,SGA,18,1994,경상북도 남부건설사업소
국도14호선,갈평2교,포항 오천 갈평    ,12,10,8.5,5.5,1,12,RCS,GA,18,1988,경상북도 남부건설사업소
국도14호선,화랑교,포항 오천 세계    ,13.6,8,6.6,3.4,2,6.8,RCS,GP,18,1973,경상북도 남부건설사업소
국도14호선,와읍교,경주 양북 와읍,96,11,10,5.8,6,16,RCS,T형 교각식,24,2005,경상북도 남부건설사업소
국도14호선,안동교,경주 양북 안동,45,11,10,3.5,3,15,RCS,반중력식,24,1995,경상북도 남부건설사업소
국도28호선,곡골교,영천 신녕 화서,180,24.4,23.5,29,6,30,PSC I,TP,24,2011,경상북도 남부건설사업소
국도28호선,화서육교,영천 신녕 화서,30,10.9,10,11,1,30,PSC I,역T,24,2011,경상북도 남부건설사업소
국도28호선,갑현IC교,영천 신령 화남,15,21,20,4.8,1,15,R.C. RAHMEN,역T,24,2011,경상북도 남부건설사업소
국도28호선,갑현교,영천 신령 화남,49.5,29,28,6.4,1,49.5,S.T BOX,역T,24,2011,경상북도 남부건설사업소
국도28호선,무암교,영천 신령 화남,15,21,20,6,1,15,R.C. RAHMEN,역T,24,2011,경상북도 남부건설사업소
국도28호선,신령교,영천 신령 화성,290,20.9,20,21.2,6,60,S.T BOX,역T,24,2011,경상북도 남부건설사업소
국도28호선,연정IC교,영천 신령 화성,25,21,20,5.4,1,25,PSC BEAM,역T,24,2011,경상북도 남부건설사업소
국도28호선,신덕교,영천 신령 화성,90,21,20,10.2,2,45,S.T BOX,역T,24,2011,경상북도 남부건설사업소
국도28호선,효정IC교,영천 화산 대안,15,21,20,5,1,15,R.C. RAHMEN,역T,24,2011,경상북도 남부건설사업소
국도28호선,덕산교,영천 화산 덕암,230,21,20,14.7,8,30,PSC BEAM,역T,24,2011,경상북도 남부건설사업소
국도28호선,유성교,영천 화산 유성,210,21,20,21,7,30,PCS,GA,24,2011,경상북도 남부건설사업소
국도28호선,당곡IC교,영천 화산 당곡,25,21,20,5,1,25,RCS,GA,24,2011,경상북도 남부건설사업소
국도28호선,삼부1교,영천 화산 당곡,150,21,20,25,5,30,RCS,GA,24,2011,경상북도 남부건설사업소
국도28호선,삼부교,영천 화산 삼부,55,21,20,6,1,55,S.T BOX,GA,24,2011,경상북도 남부건설사업소
국도28호선,삼부IC교,영천 청통 호당,25,21,20,5,1,25,RCS,GA,24,2011,경상북도 남부건설사업소
국도28호선,호당교,영천 청통 호당,15,28.6,20,6,1,15,RA,RAA,24,2011,경상북도 남부건설사업소
국도28호선,삼부천교,영천 청통 호당,90,21,20,9,3,30,RCS,GA,24,2011,경상북도 남부건설사업소
국도28호선,서산IC교,영천 서산,25,21,20,6,1,25,RCS,GA,24,2011,경상북도 남부건설사업소
국도59호선,백운교,성주 수륜 백운,10,7.5,6,6.9,1,10,RCS,GA,18,1984,경상북도 남부건설사업소
국도59호선,화죽교,성주 수륜 화죽,90,11,9.5,3,6,15,RCS,SGP,24,1995,경상북도 남부건설사업소
국도59호선,창천제1교,성주 가천 창천,60,12.9,8.5,4.1,4,15,RA,RAP,24,2005,경상북도 남부건설사업소
국도59호선,창천교,성주 가천 창천,140,10.9,10,8.5,4,35,PSCI,TP,24,2005,경상북도 남부건설사업소
국도59호선,봉두교,성주 금수 후평 ,40,10.9,10,7.9,3,15,RCS,TP,24,2008,경상북도 남부건설사업소
국도59호선,말미교,성주 금수 후평 ,30,10.9,10,6.8,2,15,RA,WLP,24,2008,경상북도 남부건설사업소
국도59호선,신성교,성주 금수 봉두,30,10.9,10,6,2,15,RCT,RAP,24,2008,경상북도 남부건설사업소
국도59호선,대방교,김천 조마 대방,40,8.1,6.6,3.4,3,15,RCS,RAP,18,1988,경상북도 남부건설사업소
국도59호선,박리교,김천 조마 신왕,10,8,6.5,2.7,1,10,RCS,GA,18,1988,경상북도 남부건설사업소
국도59호선,용호교,김천 감천 용호,48,8,7.5,2.5,4,12,RCS,GP,18,1995,경상북도 남부건설사업소
국도59호선,금송2교,김천 감천 금송,20,11.5,10.5,4.5,2,10,RA,RAA,24,2004,경상북도 남부건설사업소
국도59호선,어모교,김천 개령 황계,120,10,9,9,4,30,PSCI,역T,24,2009,경상북도 남부건설사업소
국도59호선,감문교,김천 감문 태촌,75,9,8,5,5,15,RCS,RAP,24,1999,경상북도 남부건설사업소
국도59호선,습례교,구미 선산 습례,24,11.5,10.5,5.5,2,12,RA,ETC,24,2004,경상북도 남부건설사업소
국도59호선,매실교,구미 선산 내고,75,11.4,10.5,8,2,37.5,PSCI,역T,24,2009,경상북도 남부건설사업소
국도59호선,제1신기교,구미 선산 신기,8,10.9,10,5.2,1,8,RA,ETC,24,2006,경상북도 남부건설사업소
국도59호선,제2신기교,구미 선산 신기,18,11,10,3.2,2,9,RCS,GP,24,1997,경상북도 남부건설사업소
국도59호선,신내교,구미 옥성 초곡,12.3,11,10,4,1,12.3,RA,ETC,24,2007,경상북도 남부건설사업소
국도59호선,초곡교,구미 옥성 초곡,17,12.5,11.6,4.3,1,17,RA,RAA,24,2009,경상북도 남부건설사업소
국도59호선,농소교,구미 옥성 농소,78,11,10,3,6,13,RCS,WLP,24,1995,경상북도 남부건설사업소
국도59호선,제1이곡교,구미 옥성 농소,15,10,9,2.5,1,15,RA,BTA,24,1997,경상북도 남부건설사업소
국도59호선,제2이곡교,구미 옥성 농소,11,11,10,4,1,11,RA,ETC,24,2006,경상북도 남부건설사업소
국도59호선,제2구봉교,구미 옥성 구봉,30,12,11,3,2,8,RA,ETC,24,1994,경상북도 남부건설사업소
국도59호선,제1구봉교,구미 옥성 구봉,16,13,11,3,2,16,RA,ETC,24,2005,경상북도 남부건설사업소
국도67호선,왜관과선교,칠곡 왜관 왜관,366,21.1,20,4.7,7,65,STB,TP,24,2012,경상북도 남부건설사업소
국도67호선,중지교,칠곡 석적 중지,226,20.9,20,4.5,5,45.2,PF,TP,24,2012,경상북도 남부건설사업소
국도67호선,포남교,칠곡 석적 포남,15,26.4,19,2.6,1,15,RA,RAA,24,2012,경상북도 남부건설사업소
국도67호선,광암교,칠곡 석적 중,38,25,17,3,2,19,RCS,RAP,24,1992,경상북도 남부건설사업소
국도67호선,성수천교,구미 산동 성수,55,23.9,23,6.3,1,55,STB,RAA,24,2014,경상북도 남부건설사업소
국도67호선,오로교,구미 장천 오로,30,8.4,7,6.5,2,15,RA,기타,18,1990,경상북도 남부건설사업소
국지도20호,경정교,영덕 축산 경정,73.2,9,7.5,5,6,12.2,RC슬래브교,라멘식,18,1995,경상북도 북부건설사업소
국지도20호,오보교,영덕 영덕 오보,36,10,8.5,3.9,3,12,RC슬래브교,중력식,18,1988,경상북도 북부건설사업소
국지도20호,하저교,영덕 영덕 하저,40,8.5,7.5,2,3,13.4,RC슬래브교,라멘식,18,1991,경상북도 북부건설사업소
국지도28호,금계교(931),영주 풍기 금계,40,9,7.5,4.3,4,10,RC슬래브교,벽식,14,1985,경상북도 북부건설사업소
국지도28호,남원대교,영주 풍기 금계,120,20,15,6,4,30,IPC거더교,기타,24,2016,경상북도 북부건설사업소
국지도28호,단곡천교,영주 단산 단곡,20,13,12,3,1,30.3,PSC빔교,기타,24,2016,경상북도 북부건설사업소
국지도28호,두봉교,영주 부석 소천,32,9,8,3.5,2,16,RC슬래브교,벽식,24,1998,경상북도 북부건설사업소
국지도28호,부석교,영주 부석 소천,39,7.7,6.2,3,3,13,RC슬래브교,벽식,18,2014,경상북도 북부건설사업소
국지도28호,옥대교,영주 단산 옥대,90,13,10,5,3,30,PSC빔교,기타,24,2016,경상북도 북부건설사업소
국지도28호,왕당천교,영주 순흥 태장,15,32,31,8,1,15,라멘교,라멘식,24,2017,경상북도 북부건설사업소
국지도28호,제월교,영주 순흥 제월,32,10.5,9.5,5,2,16,RC슬래브교,라멘식,24,2004,경상북도 북부건설사업소
국지도28호,주막교,영주 부석 남대,10,7,6,4.7,1,10,RC슬래브교,역T형식 교대,24,1996,경상북도 북부건설사업소
국지도28호,태장천교,영주 순흥 태장,15,28,27,8.5,1,15,라멘교,라멘식,24,2017,경상북도 북부건설사업소
국지도32호,내서1교,문경 농암 내서,70,7.5,6.5,6.5,5,14,RC슬래브교,T형 교각식,18,1989,경상북도 북부건설사업소
국지도32호,내서2교,문경 농암 내서,65,8,7,5.4,5,13,RC슬래브교,벽식,18,1991,경상북도 북부건설사업소
국지도32호,내서3교,문경 농암 내서,45,7.5,6,5.3,3,15,RTC형교,T형 교각식,18,1986,경상북도 북부건설사업소
국지도32호,내서4교,문경 농암 내서,45,7.5,6,7.8,3,15,RTC형교,T형 교각식,18,1988,경상북도 북부건설사업소
국지도32호,농암교,문경 농암 갈동,80,8,6.5,6.6,4,20,PSC I형교,T형 교각식,18,1981,경상북도 북부건설사업소
국지도32호,(신)감암교,상주 이안 아천,35,12.4,11.8,3.5,2,17.5,라멘교,벽식,24,2017,경상북도 북부건설사업소
국지도32호,(신)건천교,상주 이안 양범,60,12.4,11.6,8,2,30,PSC빔교,역T형,24,2017,경상북도 북부건설사업소
국지도32호,(신)장암교,상주 화북 장암,19,21.9,19.2,3,1,19,라멘교,벽식,24,2017,경상북도 북부건설사업소
국지도32호,병천교,상주 화북 용유,70,9,7.8,4.5,3,23.4,RC슬래브교,라멘식,24,1996,경상북도 북부건설사업소
국지도32호,송학교,상주 화북 입석,18,7.5,6,3,2,9,RC슬래브교,중력식,13.5,1981,경상북도 북부건설사업소
국지도32호,아실교,상주 이안 아천,7,24,19.3,3.8,1,7,라멘교,벽식,24,2017,경상북도 북부건설사업소
국지도32호,옥양교,상주 화북 입석,20,7.5,6,2.5,2,10,RC슬래브교,중력식,13.5,1981,경상북도 북부건설사업소
국지도32호,용유3교,상주 화북 용유,45.6,9.5,8,2.5,3,15.2,RC슬래브교,중력식,24,1994,경상북도 북부건설사업소
국지도32호,입석교,상주 화북 입석,19,12.4,11.5,2.2,1,19,기타,역T형식 교대,24,2009,경상북도 북부건설사업소
국지도32호,장암1교,상주 화북 장암,22,18.5,16.3,4,1,22,라멘교,벽식,24,2017,경상북도 북부건설사업소
국지도32호,화산교,문경 농암 화산,45,8,7,3.9,3,15,RC슬래브교,벽식,18,1990,경상북도 북부건설사업소
국지도49호,갈령1교,상주 화남 동관,60,12.4,11.5,1.7,2,30,PSC I형교,T형 교각식,24,2012,경상북도 북부건설사업소
국지도49호,갈령2교,상주 화남 동관,30,12.4,11.5,10,1,30,PSC I형교,역T형식 교대,24,2012,경상북도 북부건설사업소
국지도49호,갈령3교,상주 화북 상오,15,12.4,11.5,3.8,1,15,라멘교,기타,24,2012,경상북도 북부건설사업소
국지도49호,금계교(국지49),상주 모동 용호,100,9,8,4.3,7,25,RC중공슬래브교,라멘식,24,1994,경상북도 북부건설사업소
국지도49호,상오1교,상주 화북 상오,45,15.4,14.5,7.2,1,45,프리플렉스형교,역T형식 교대,24,2013,경상북도 북부건설사업소
국지도49호,상오교,상주 화북 상오,16.4,8,6.5,5.5,1,16.4,라멘교,라멘식교대,18,1987,경상북도 북부건설사업소
